,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1192,29,0.18989787860389085,828,0.17877269680588104,14,2,0.14686468646864687,1,1284,3,0,67,2,3,0.13194351895653653,1,0,7380,10257,1,1,0,12,3,1,80,0,10,2,1,10,8,3,8
1193,27,0.14956855225311602,396,0.17718939117817897,10,3,0.18147709406468943,1,778,2,0,55,1,1,0.32954632612868723,3,1,2602,23389,3,1,1,18,3,2,80,1,3,3,2,2,1,0,1
1194,33,0.14956855225311602,740,0.1383975026014568,18,3,0.14399239109735784,1,1187,3,0,45,3,1,0.23938223937897848,1,0,2656,8024,1,1,0,16,3,3,80,0,13,1,3,12,9,11,10
1195,23,0.1727393972497491,791,0.2062780269058296,15,2,0.20048864816680761,1,1108,2,0,43,2,1,0.3971571172349599,2,0,2216,18709,1,1,1,16,3,3,80,2,0,2,3,0,0,0,0
1196,28,0.14956855225311602,720,0.1383975026014568,5,2,0.1448996397986782,1,955,2,0,38,2,1,0.23938223937897848,1,1,2334,6801,1,1,1,12,3,3,80,1,1,1,3,1,0,0,0
1197,46,0.14956855225311602,1322,0.19422669010669977,6,2,0.13861225408860675,1,1320,1,1,84,2,3,0.21443781887650168,1,0,10473,3225,8,1,0,13,3,3,80,0,21,1,2,15,4,2,4
1198,29,0.14956855225311602,993,0.16004871352254174,3,3,0.14686468646864687,1,1695,3,1,96,3,1,0.2897062048096375,2,0,1674,24932,1,1,0,14,3,1,80,0,1,2,3,1,0,0,0
1199,24,0.22545871018359123,443,0.19393064395921775,13,3,0.1442310189146967,1,682,2,0,55,2,1,0.268210573515044,3,1,2575,22628,0,1,0,11,3,2,80,0,6,2,2,5,5,0,0
1200,53,0.14956855225311602,628,0.16556484240822267,7,3,0.13577586206896552,1,862,3,0,57,2,3,0.11134176700886093,2,0,9852,12652,4,1,0,14,3,4,80,0,22,1,2,9,8,4,8
1201,44,0.2490974729235817,841,0.1383975026014568,8,3,0.1415673899305631,1,256,1,1,56,1,3,0.06896586105729074,3,0,10362,23918,3,1,0,13,3,3,80,0,17,3,3,2,1,0,1
1202,35,0.2408473891424938,955,0.18580018851492755,21,3,0.21919080501365296,1,653,2,0,43,2,3,0.2148591424516152,1,1,9954,11573,8,1,1,14,3,3,80,2,12,1,2,3,2,0,2
1203,25,0.11281070486608501,374,0.17041198604541,14,2,0.13503319655429324,1,975,3,1,41,2,1,0.2723570387157238,1,0,2226,10145,0,1,1,17,3,1,80,0,2,1,3,2,1,0,1
1204,26,0.19299658662276659,896,0.16801620762369435,2,2,0.24242313209808733,1,375,2,0,92,2,1,0.26402064785763046,1,0,2446,8815,3,1,1,11,3,3,80,0,5,4,3,4,2,0,3
1205,31,0.2490974729235817,560,0.19284509897477825,5,4,0.14686468646864687,1,1318,2,0,59,1,1,0.3504156754610368,2,0,1490,16244,1,1,0,13,3,1,80,0,2,3,2,2,0,1,1
1206,26,0.08153759801691758,268,0.2062780269058296,28,1,0.13577586206896552,1,1032,2,1,78,1,2,0.17484662576687046,1,0,4973,21806,7,1,0,17,3,3,80,0,7,5,2,2,2,2,2
1207,29,0.1937588915401447,773,0.16853611336689792,6,3,0.13507671266945048,1,1039,2,1,66,3,1,0.2107287521070935,2,0,4275,9847,4,1,0,17,3,2,80,0,9,3,3,5,5,2,4
1208,24,0.18168518019343474,1209,0.2062780269058296,4,1,0.22012573203437844,1,799,3,0,74,3,1,0.3971571172349599,1,1,2809,16623,0,1,0,11,3,2,80,0,4,3,3,3,2,0,2
1209,51,0.15388818537103593,733,0.14134357052695723,7,4,0.13570751978082643,1,462,3,1,84,2,2,0.16156164210774243,2,0,4931,17725,2,1,0,14,3,1,80,0,10,3,2,7,1,6,6
1210,26,0.2415973049154155,455,0.18618963280515716,16,3,0.14602906959015155,1,586,2,0,58,3,1,0.22889976260785697,3,1,2718,22758,0,1,1,11,3,2,80,1,8,2,1,6,6,0,0
1211,31,0.24104714736606403,323,0.1383975026014568,5,1,0.1459677748386781,1,1926,1,0,49,3,1,0.16730211948831586,2,0,2429,15373,2,1,1,14,3,1,80,0,7,2,3,3,0,0,2
1212,29,0.17474839061332498,287,0.17700827281732945,16,1,0.20371958999372008,1,1733,3,1,68,1,1,0.21107322149502858,2,1,1754,11460,1,1,0,11,3,3,80,1,2,2,2,2,0,0,0
1213,20,0.21878207075815698,618,0.1856023742450288,1,1,0.21331709246614156,1,406,1,0,83,2,1,0.34910064438682065,2,0,1847,9177,1,1,0,14,3,3,80,0,2,3,2,2,1,1,1
1214,49,0.14956855225311602,888,0.20115749029871316,3,2,0.21376283779645658,1,113,1,1,84,2,1,0.3852554407817503,2,1,2661,3847,1,1,1,14,3,3,80,0,3,2,2,2,2,0,2
1215,30,0.14956855225311602,470,0.14968029326693466,2,2,0.14502155273168796,1,426,1,0,40,2,1,0.2656068588462401,1,0,2596,21599,6,1,0,18,3,1,80,0,11,3,3,7,6,0,6
1216,29,0.17114732862319745,861,0.15311461843051047,8,3,0.14686468646864687,1,1077,3,0,91,2,1,0.21216882767462664,1,0,2486,11566,6,1,0,18,3,3,80,0,3,4,3,0,0,0,0
1217,28,0.10048764705538338,411,0.2062780269058296,24,2,0.13577586206896552,1,1216,1,1,73,1,2,0.17484662576687046,1,0,5107,21896,7,1,0,16,3,4,80,0,7,4,2,2,2,2,2
1218,27,0.1499834509971227,134,0.1383975026014568,16,3,0.14681846131835943,1,1403,3,0,51,3,1,0.16128582158327343,2,0,2394,25681,0,1,0,13,3,3,80,0,7,2,3,7,2,6,6
1219,35,0.14956855225311602,479,0.15897038871293956,24,2,0.14686468646864687,1,726,2,1,60,2,2,0.10105566790674318,3,0,5884,14889,2,1,1,14,3,1,80,0,8,1,3,3,2,2,2
1220,32,0.18780774584990603,660,0.19008460036286423,10,4,0.1960456766357188,1,315,2,0,61,3,1,0.22804546072229726,1,2,2329,23325,2,1,1,17,3,3,80,0,7,2,2,4,3,0,1
1221,34,0.2490974729235817,660,0.18843228497920422,15,3,0.2008654548659452,1,1055,3,0,66,2,2,0.19181299303348132,3,0,4997,23182,0,1,1,19,3,3,80,0,6,0,2,5,3,2,3
1222,31,0.15800319615829794,587,0.1383975026014568,1,2,0.1549628498525907,1,353,3,1,65,2,1,0.23938223937897848,3,0,3743,9533,0,1,0,14,3,3,80,0,4,2,1,2,2,1,2
1223,24,0.24498716810659601,586,0.20347472466816582,23,1,0.14686468646864687,1,1230,2,1,71,1,1,0.39064139460798675,4,0,1117,8089,1,1,0,14,3,3,80,0,1,3,2,1,0,1,0
1224,34,0.14956855225311602,120,0.1383975026014568,2,2,0.14686468646864687,1,1586,1,0,69,3,1,0.23484435952513213,1,1,2097,26588,1,1,1,12,3,3,80,0,1,2,3,1,0,0,0
1225,27,0.14956855225311602,1125,0.1383975026014568,8,3,0.2003484593095513,1,618,2,1,66,3,1,0.1918986193929172,3,0,2183,19605,0,1,0,16,3,3,80,0,4,0,2,4,1,0,3
1226,32,0.14956855225311602,228,0.19903136917742958,14,3,0.21112087175466754,1,778,1,0,70,2,1,0.17336402723792657,1,0,5125,26318,5,1,0,14,3,3,80,0,5,3,2,3,2,0,2
1227,26,0.18297643621453635,1332,0.1557467971852178,21,3,0.16630557552184266,1,1387,1,0,44,2,1,0.23557693552048803,2,1,2540,19434,1,1,0,17,3,2,80,0,1,0,2,1,0,0,0
1228,43,0.22040506112108468,917,0.1383975026014568,20,2,0.14686468646864687,1,530,3,1,51,2,1,0.22607537538729883,2,2,2982,19983,3,1,0,21,3,3,80,1,16,0,1,1,0,0,0
1229,22,0.18471735364923458,752,0.2062780269058296,13,2,0.19033743726306276,1,1189,2,0,48,2,1,0.3971571172349599,2,0,2114,18664,1,1,1,15,3,3,80,1,0,2,3,0,0,0,0
1230,27,0.1882124854420939,1047,0.1383975026014568,13,1,0.14008130199897725,1,443,2,0,73,2,1,0.19140820576173107,3,0,2581,14653,1,1,1,14,3,3,80,0,4,3,2,4,3,0,1
1231,27,0.14956855225311602,1011,0.15396893821257707,2,3,0.15512527903992698,1,791,3,1,54,3,1,0.2151415331454473,2,0,4074,16367,4,1,0,15,3,3,80,0,5,3,2,2,2,1,1
1232,37,0.0985010511981234,1018,0.1383975026014568,9,2,0.1439157475175028,1,1182,1,1,79,2,1,0.1818146431599056,1,2,2178,20048,4,1,0,17,3,1,80,1,3,1,1,1,0,0,0
1233,47,0.14956855225311602,881,0.16285791659449955,6,3,0.13577586206896552,1,437,3,0,69,2,2,0.16596327649236664,2,1,5048,17758,2,1,0,16,3,1,80,0,11,3,2,5,1,4,4
1234,38,0.22322494364526135,160,0.2062780269058296,7,3,0.20108153328700662,1,818,1,0,60,3,2,0.17484662576687046,1,0,9149,9696,1,1,0,18,3,3,80,0,8,4,2,5,5,5,5
1235,37,0.14956855225311602,792,0.1383975026014568,7,3,0.1350621533707243,1,1336,2,1,81,3,2,0.14620552468131492,2,1,4845,7745,5,1,0,12,3,1,80,1,7,2,2,3,1,0,2
1236,29,0.15278492398749907,353,0.18841428263860688,12,3,0.2272372584811527,1,1801,1,1,55,2,1,0.2258774948386862,1,1,2333,3165,4,1,1,15,3,3,80,2,3,3,3,1,1,1,0
1237,27,0.14956855225311602,671,0.1872875333579714,16,3,0.13774396942384456,1,993,3,1,36,2,1,0.33107747674396815,2,0,2216,10054,3,1,1,12,3,2,80,0,5,2,4,3,0,0,1
1238,23,0.19049551335396617,1234,0.1383975026014568,3,2,0.20312885701916203,1,1145,3,1,38,2,1,0.20713403684299295,4,1,3346,4447,0,1,1,13,3,2,80,1,4,3,3,4,4,2,3
1239,23,0.12193473578350864,385,0.17931465279437492,16,2,0.13482667429087297,1,971,3,1,40,2,1,0.3033349075478404,1,0,2200,10095,0,1,1,16,3,1,80,0,2,1,3,1,0,0,0
1240,35,0.2490974729235817,843,0.15679024943966063,14,2,0.16467275493673084,1,611,3,0,68,3,1,0.22495861510432602,2,1,2641,20534,4,1,0,14,3,3,80,0,5,2,3,1,1,1,1
1241,31,0.14956855225311602,194,0.2062780269058296,14,2,0.21036845050668365,1,805,1,0,68,3,2,0.17484662576687046,1,0,5224,26277,5,1,0,14,3,2,80,0,5,3,3,2,2,0,1
1242,24,0.1571526937893005,739,0.1383975026014568,3,2,0.14390242452839908,1,542,1,1,91,2,1,0.23938223937897848,1,0,4020,9375,5,1,0,13,3,3,80,0,5,4,3,2,2,0,2
1243,35,0.14956855225311602,359,0.2062780269058296,25,3,0.14686468646864687,1,1801,3,0,82,3,2,0.17484662576687046,3,0,5902,13522,1,1,0,18,3,3,80,0,10,2,3,9,7,6,7
1244,23,0.12058365268644873,316,0.1383975026014568,4,2,0.14224464911933618,1,554,2,1,46,2,1,0.20670801486763138,2,0,1609,9691,0,1,0,22,4,2,80,0,2,1,2,1,0,1,0
1245,35,0.14956855225311602,640,0.17784712603331487,6,3,0.18944126774007536,1,1576,1,0,67,1,1,0.33107510095024534,1,0,2593,14646,2,1,0,12,3,3,80,0,5,3,3,2,2,1,2
1246,24,0.1576128228137881,690,0.2062780269058296,4,2,0.15278589678740148,1,773,1,0,65,3,2,0.17484662576687046,3,0,4579,24664,8,1,0,14,3,1,80,0,4,2,2,2,2,2,0
1247,34,0.1578044131864164,1266,0.1383975026014568,14,1,0.13669344476808812,1,548,1,1,55,2,3,0.050698388394958174,3,0,13365,24662,6,1,0,12,3,4,80,0,15,2,3,6,5,6,6
1248,32,0.14956855225311602,491,0.2062780269058296,2,4,0.2097221444104918,1,1668,3,1,75,1,2,0.17484662576687046,2,0,9967,26139,6,1,0,11,3,3,80,0,7,2,2,3,2,2,2
1249,24,0.14956855225311602,511,0.16883595291760456,3,1,0.1797158277704224,1,1206,1,0,50,1,1,0.266873047358426,2,0,2423,4183,4,1,0,13,3,3,80,0,5,3,3,4,3,2,3
1250,28,0.14956855225311602,1367,0.1383975026014568,5,3,0.22484400814055883,1,85,2,0,48,3,1,0.23938223937897848,2,0,3566,11021,1,1,0,14,3,2,80,0,3,2,2,2,2,1,2
1251,29,0.14956855225311602,462,0.1383975026014568,1,3,0.20312423240003513,1,1231,1,0,73,2,1,0.19321090199881552,1,0,2344,7206,3,1,0,12,3,3,80,0,6,1,1,5,4,0,4
1252,30,0.14956855225311602,553,0.1383975026014568,1,3,0.14439855724609663,1,377,3,1,68,2,1,0.23938223937897848,2,0,3796,9532,1,1,0,13,3,3,80,0,4,2,1,2,2,0,2
1253,39,0.2490974729235817,553,0.2062780269058296,6,3,0.18618776975029228,1,1292,2,0,66,3,2,0.17484662576687046,2,0,5226,17363,3,1,0,12,3,2,80,0,5,4,2,2,1,0,0
1254,32,0.1510330157491783,586,0.1383975026014568,9,1,0.13734506459683632,1,582,1,1,38,1,1,0.23822832239718253,3,1,3403,6703,6,1,0,13,3,1,80,2,7,2,3,4,3,0,3
1255,43,0.10620929914270376,1076,0.2062780269058296,25,3,0.1744649773116571,1,1388,2,0,77,3,3,0.17484662576687046,1,0,12312,16888,4,1,1,14,3,3,80,0,21,2,2,1,0,0,0
1256,34,0.2490974729235817,380,0.1383975026014568,8,2,0.17079459487481544,1,1895,1,0,44,3,1,0.16095890410958943,3,0,2433,15385,4,1,1,14,3,1,80,0,7,2,3,3,0,0,2
1257,19,0.14956855225311602,348,0.16507383244422832,9,3,0.14188806337136411,1,524,2,1,43,2,1,0.30138610169030744,3,0,1502,9518,1,1,0,18,3,2,80,0,1,3,2,1,0,0,0
1258,28,0.14956855225311602,363,0.1946816046374417,4,3,0.15399503155391334,1,849,2,0,51,1,1,0.3702035230234988,3,1,2721,23469,5,1,1,18,3,2,80,2,4,3,2,2,1,0,1
1259,37,0.14956855225311602,933,0.1676484784069559,11,3,0.1414077483264927,1,1028,2,1,35,2,1,0.2627410910952497,2,0,2314,10166,5,1,1,12,3,2,80,1,10,2,4,6,0,1,3
1260,26,0.2490974729235817,348,0.14270871889355607,2,3,0.14686468646864687,1,1027,1,1,58,2,1,0.17596028477107079,1,1,2041,15290,5,1,0,14,3,2,80,1,5,2,3,2,1,0,1
1261,19,0.14956855225311602,443,0.2037785392248323,20,3,0.13466747722352476,1,967,3,1,39,2,1,0.38845985789539983,2,0,2151,9979,1,1,1,12,3,2,80,0,1,3,3,1,0,0,0
1262,27,0.162890709166798,975,0.1383975026014568,1,3,0.2296324316812916,1,278,3,0,82,2,1,0.17145603369880957,3,0,2174,19760,0,1,0,14,3,3,80,0,6,1,2,5,1,1,4
1263,29,0.15092930815579164,428,0.2053499667651021,9,2,0.2191241095962147,1,1753,2,0,52,1,1,0.39392782357291023,2,0,2755,14631,1,1,0,13,3,2,80,0,1,3,2,1,1,1,1
1264,41,0.14956855225311602,564,0.2011626143780196,21,2,0.21460484848010597,1,467,2,0,68,2,1,0.17380006011234123,2,1,6273,5989,2,1,1,12,3,1,80,2,7,5,3,5,4,1,0
1265,29,0.21841413961555967,773,0.1593240909571207,4,1,0.21296383908161354,1,361,3,1,75,2,1,0.23377541263057006,1,0,3196,6706,2,1,0,22,4,2,80,0,7,2,3,5,3,0,3
1266,25,0.2490974729235817,184,0.1383975026014568,7,2,0.14170113408139107,1,1156,1,0,51,2,1,0.23938223937897848,2,0,2530,25502,0,1,0,18,3,2,80,0,2,2,1,2,2,1,2
1267,31,0.13217025107448294,775,0.2062780269058296,17,3,0.14369768047445586,1,289,2,0,68,1,2,0.17484662576687046,3,1,4596,24569,4,1,0,11,3,3,80,0,4,2,3,2,2,1,2
1268,25,0.15821107120814465,256,0.18559639011076673,20,1,0.2188321790850226,1,1720,3,1,61,1,1,0.22222005004520773,2,1,1623,11542,1,1,0,11,3,3,80,1,1,2,2,1,0,0,0
1269,34,0.14956855225311602,994,0.16655776985511803,9,3,0.1772570654839155,1,937,2,0,48,1,1,0.30483522124482393,3,1,2626,18170,2,1,1,15,3,3,80,1,6,1,2,4,4,0,0
1270,40,0.09905350968143056,1109,0.18768696620538758,17,3,0.200061058712422,1,408,1,0,68,3,1,0.17104306828160923,3,0,5210,4613,8,1,1,14,3,1,80,0,8,2,2,5,2,1,3
1271,39,0.14956855225311602,683,0.2062780269058296,11,1,0.13577586206896552,1,1449,1,1,53,1,2,0.17484662576687046,4,1,5371,21957,5,1,0,14,3,3,80,1,8,2,2,3,3,3,2
1272,42,0.14956855225311602,639,0.2062780269058296,10,1,0.13577586206896552,1,1341,1,1,50,1,2,0.17484662576687046,4,1,5334,21879,5,1,0,14,3,3,80,1,8,2,2,4,3,3,2
1273,30,0.22510255977179325,742,0.1383975026014568,17,3,0.13577586206896552,1,1267,3,1,66,3,1,0.23938223937897848,2,1,2561,6496,1,1,0,13,3,3,80,1,1,4,2,1,1,1,1
1274,27,0.14956855225311602,499,0.15231608700664206,3,3,0.14686468646864687,1,584,1,1,76,2,1,0.271733241039035,2,0,3672,14985,2,1,0,11,3,2,80,0,5,4,1,0,0,0,0
1275,33,0.17459434686847417,907,0.15546554722788822,1,4,0.1353799210203108,1,899,3,1,54,3,1,0.164450866722357,3,0,4468,16594,5,1,0,16,3,4,80,0,5,3,2,1,1,1,0
1276,36,0.14956855225311602,339,0.17588451111181894,11,2,0.231041492314549,1,1895,1,1,60,2,1,0.23116003429513227,1,1,2336,3296,5,1,0,13,3,4,80,2,6,3,2,4,3,3,2
1277,32,0.22847232868473175,825,0.1922113054408002,10,3,0.13682541136066326,1,1513,3,0,35,3,2,0.15290520382092906,3,0,4496,10332,2,1,1,22,3,1,80,0,11,2,4,9,7,4,5
1278,29,0.14956855225311602,710,0.1383975026014568,1,2,0.14551429683481323,1,764,1,0,67,1,1,0.17050924553275115,1,0,2238,3924,7,1,1,13,3,4,80,0,9,3,2,6,6,2,6
1279,20,0.14956855225311602,580,0.1940196170659101,6,2,0.23700484453230306,1,659,1,1,48,2,1,0.26913974001466623,3,0,2527,18524,1,1,0,13,3,3,80,0,1,2,3,1,0,0,0
1280,32,0.14956855225311602,798,0.14158085942314794,13,3,0.13577586206896552,1,352,3,0,57,2,1,0.24678132385661516,3,0,2417,22144,4,1,0,13,3,3,80,0,7,2,1,4,3,0,3
1281,32,0.12543197202170198,1255,0.2062780269058296,12,4,0.15728674514069957,1,832,4,0,61,3,2,0.17484662576687046,3,1,4682,23745,5,1,0,13,3,3,80,0,5,1,2,4,2,1,2
1282,19,0.14956855225311602,487,0.18893793543273243,2,2,0.24242313209808733,1,565,1,0,52,2,1,0.2265571627701431,3,0,2563,18433,1,1,0,12,3,2,80,0,1,2,4,1,0,0,0
1283,33,0.16485909022324058,1093,0.17221321666116576,24,3,0.17779603078384226,1,802,1,0,60,2,2,0.16787728356107504,3,0,4904,3887,4,1,0,17,3,2,80,0,11,3,2,9,4,1,6
1284,32,0.196965288916257,345,0.17072293437884578,18,2,0.19237064044591784,1,844,1,0,50,2,2,0.11938741379619336,2,0,5844,16443,3,1,0,12,3,1,80,0,7,2,2,2,1,0,0
1285,29,0.23231405933523355,772,0.19483143523860705,2,3,0.14499479453317002,1,1487,2,0,54,1,1,0.3705517746765349,2,0,1534,16127,1,1,0,12,3,2,80,0,1,3,3,1,0,0,0
1286,35,0.21846473644223402,693,0.2062780269058296,17,3,0.1941647618813767,1,1461,3,0,64,2,2,0.17484662576687046,3,1,4868,22921,1,1,1,16,3,3,80,1,5,0,2,3,2,2,2
1287,30,0.2308225433296367,108,0.1383975026014568,4,3,0.13781192840846446,1,1118,1,0,61,3,1,0.23938223937897848,1,0,2358,25889,0,1,0,16,3,1,80,0,3,2,3,2,1,0,1
1288,25,0.14734053936046032,1223,0.14057146019489644,4,1,0.2417090303335649,1,1086,3,1,33,3,1,0.23731540667995216,4,0,3742,4606,1,1,1,14,3,2,80,0,7,3,3,6,6,4,5
1289,23,0.14956855225311602,1006,0.1383975026014568,16,2,0.14686468646864687,1,1182,3,0,93,3,1,0.23938223937897848,1,1,2156,3378,1,1,0,13,3,1,80,1,1,2,1,0,0,0,0
1290,35,0.14956855225311602,687,0.1525290168090752,16,3,0.13452900339899776,1,1142,1,0,72,2,2,0.22594707590605687,2,1,4785,7849,5,1,0,15,3,2,80,0,10,2,2,3,1,2,2
1291,23,0.14956855225311602,651,0.1383975026014568,2,3,0.14686468646864687,1,932,3,1,70,3,1,0.23938223937897848,2,0,1408,25076,1,1,0,12,3,2,80,0,0,2,3,0,0,0,0
1292,22,0.1973470092226748,464,0.19850443780166915,9,3,0.14109900750100862,1,771,2,0,53,2,1,0.3159757485502426,3,0,2378,22414,0,1,0,12,3,3,80,0,4,2,2,4,4,0,1
1293,34,0.20724200076973293,702,0.16694369174598978,10,2,0.1422014390652466,1,776,1,1,63,1,2,0.2122427048569822,3,0,5807,22555,3,1,1,19,3,4,80,0,8,2,2,6,4,0,4
1294,31,0.22766573764786124,327,0.2062780269058296,10,2,0.22184636610591663,1,1167,1,0,60,3,2,0.17484662576687046,2,0,5814,17914,5,1,0,11,3,1,80,0,7,3,1,5,3,0,1
1295,42,0.14956855225311602,351,0.18179768673282365,12,3,0.14286562788439489,1,1614,1,0,66,2,3,0.1366619304594781,1,0,9084,10788,3,1,1,17,3,3,80,0,18,1,2,3,3,1,3
1296,27,0.229693779102832,577,0.1383975026014568,4,1,0.2216316781114075,1,524,2,1,66,2,1,0.17624795151127373,1,0,3161,6605,1,1,0,20,3,2,80,0,7,2,3,5,3,0,3
1297,36,0.14956855225311602,765,0.2062780269058296,9,3,0.13684980297259547,1,1608,3,1,55,2,3,0.17484662576687046,1,0,10125,21530,9,1,0,17,3,3,80,0,14,2,2,12,11,6,0
1298,33,0.18766188188949315,969,0.1383975026014568,7,3,0.20160535185218353,1,472,3,1,74,3,1,0.16095890410958943,3,0,2326,19990,2,1,0,13,3,4,80,0,7,1,2,4,2,1,3
1299,30,0.15151307613751383,149,0.13972370306566487,21,3,0.14686468646864687,1,1011,1,0,48,2,1,0.16557357353210891,3,0,2144,11545,4,1,0,11,3,2,80,0,6,2,3,4,1,0,0
1300,30,0.2490974729235817,456,0.1383975026014568,17,2,0.1419017057444989,1,913,1,0,73,3,3,0.06870368828064846,3,0,8933,22916,1,1,0,12,3,1,80,0,10,1,3,3,2,2,2
1301,36,0.21293307443516263,360,0.1571783030719284,8,1,0.16882460961376985,1,1763,3,1,84,2,1,0.18533518539762503,2,1,2056,11271,1,1,0,11,3,3,80,2,4,2,2,3,1,1,1
1302,28,0.1938772742342464,544,0.16861685250573366,6,3,0.18325356207751306,1,1121,2,0,48,3,1,0.16714150102432104,2,0,4997,16868,5,1,0,14,3,2,80,0,5,3,1,3,2,1,0
1303,23,0.24004013302248736,1243,0.1383975026014568,3,3,0.14585558026097484,1,1178,3,1,50,2,1,0.16809559160632337,3,1,2812,4230,0,1,1,11,3,2,80,0,1,4,2,0,0,0,0
1304,21,0.17679996028567546,479,0.20184745735211373,6,3,0.1388097973291389,1,836,2,0,51,2,1,0.35088766619966005,3,0,2234,22258,0,1,0,12,3,3,80,0,3,2,2,3,3,0,1
1305,27,0.2040552923038171,614,0.16911708456502533,5,3,0.14184639803442384,1,1425,1,1,71,3,1,0.2678512777633066,2,0,1607,15650,3,1,0,13,3,2,80,0,3,2,2,2,1,0,1
1306,35,0.11136928783191913,944,0.1383975026014568,3,2,0.18995298794180535,1,799,1,1,90,2,1,0.16095890410958943,1,1,2084,20051,3,1,0,15,3,2,80,0,5,1,1,3,0,0,2
1307,31,0.24018677589405285,500,0.14447475916374286,3,2,0.24042687437545268,1,472,2,1,44,2,1,0.1821054281741351,3,0,2320,3461,8,1,1,22,3,3,80,0,3,3,3,1,0,0,0
1308,30,0.2490974729235817,432,0.1383975026014568,11,1,0.1379743938214432,1,1041,2,0,78,2,2,0.11955897575588165,3,0,7112,22917,0,1,1,15,3,1,80,0,9,1,3,8,7,4,6
1309,51,0.20168212164548935,728,0.17073562988296773,5,2,0.18176608183292195,1,588,1,0,54,1,3,0.059478188766087695,4,0,15030,25481,1,1,0,15,3,4,80,0,25,2,3,17,7,2,5
1310,31,0.21900409473738414,671,0.2062780269058296,13,3,0.19797465940469172,1,1180,3,0,66,3,2,0.17484662576687046,3,0,4602,23740,2,1,0,16,3,2,80,0,4,0,2,3,2,2,1
1311,42,0.14956855225311602,321,0.2062780269058296,25,3,0.22012573203437844,1,1468,4,1,53,2,3,0.17484662576687046,1,0,9452,17102,2,1,1,12,3,2,80,0,11,2,3,4,3,1,0
1312,28,0.14956855225311602,325,0.1383975026014568,15,3,0.19075915344082822,1,1060,1,0,48,1,1,0.19698241283407578,2,0,1756,22698,1,1,0,14,3,2,80,0,1,3,2,1,0,0,0
1313,36,0.14956855225311602,1141,0.1383975026014568,6,3,0.1375268826390252,1,912,3,1,68,3,1,0.23938223937897848,1,1,2277,4167,6,1,1,21,4,3,80,0,6,2,1,1,1,1,1
1314,42,0.14956855225311602,429,0.2062780269058296,9,3,0.22012573203437844,1,1387,1,0,57,3,2,0.17484662576687046,3,1,9663,16540,3,1,0,12,3,1,80,0,22,1,3,6,5,3,3
1315,33,0.14956855225311602,679,0.1383975026014568,7,1,0.1428397482845764,1,66,2,0,82,2,1,0.16095890410958943,1,0,2932,17181,2,1,0,11,3,2,80,0,7,2,3,3,2,1,2
1316,41,0.14956855225311602,1071,0.2062780269058296,1,1,0.1463561389387389,1,39,2,0,91,3,2,0.17484662576687046,4,0,5954,19572,7,1,0,11,3,1,80,0,8,0,1,6,4,0,4
1317,37,0.14956855225311602,627,0.16413741155612305,17,2,0.16678328380413,1,839,1,1,76,2,2,0.2149107015449348,3,1,5420,7195,5,1,0,13,3,1,80,1,8,4,2,2,1,0,0
1318,46,0.14956855225311602,478,0.2062780269058296,9,2,0.19082145622632385,1,991,1,1,56,2,3,0.17484662576687046,4,1,9930,15155,2,1,0,12,3,2,80,0,21,1,3,7,7,4,4
1319,25,0.22828291100857653,526,0.19208211915923182,7,3,0.2048045916199779,1,1928,3,0,40,3,1,0.36416153221662256,1,1,1849,26885,1,1,0,17,3,1,80,1,1,2,2,1,0,0,0
1320,28,0.2072604845977943,580,0.1383975026014568,5,1,0.19759394515293577,1,541,2,1,58,2,1,0.19392415822902195,2,0,3230,6633,2,1,0,18,3,2,80,1,7,2,3,5,3,0,3
1321,45,0.21510205524610265,338,0.1383975026014568,3,3,0.14307715200650284,1,1206,1,0,73,2,3,0.06879323685593271,2,1,11430,13026,7,1,0,12,3,4,80,1,24,2,2,15,7,8,6
1322,19,0.19562422494230366,968,0.16980830448971979,6,2,0.14173348175328068,1,1331,2,0,51,2,1,0.31239044728641024,2,0,1486,17795,1,1,0,12,3,1,80,0,0,4,2,0,0,0,0
1323,30,0.11755881297368086,533,0.2062780269058296,21,2,0.13577586206896552,1,1365,1,1,68,1,2,0.17484662576687046,2,1,5223,21966,6,1,0,15,3,4,80,1,7,3,2,2,2,2,2
1324,34,0.1502151095155823,393,0.16658379703857465,6,3,0.1865437919568055,1,1470,1,0,52,2,1,0.21258486523386205,1,0,4525,17307,3,1,0,18,3,1,80,0,9,2,2,2,1,0,0
1325,27,0.14956855225311602,826,0.1383975026014568,5,3,0.13577586206896552,1,398,1,0,70,3,1,0.23938223937897848,1,0,4098,9727,5,1,0,16,3,2,80,0,7,3,3,3,2,0,2
1326,37,0.1311237773580666,1198,0.2062780269058296,10,3,0.16692018772169492,1,658,3,1,56,3,2,0.17484662576687046,3,1,5338,23774,6,1,0,12,3,3,80,0,9,2,3,4,2,1,2
